close_time,open_time,ticker,interval,open,high,low,close,vol
2024-02-23 00:01:00,2024-02-23 00:00:00,BTC-USDT,1min,51311.4,51313.1,51311.4,51313.0,3044
2024-02-23 00:02:00,2024-02-23 00:01:00,BTC-USDT,1min,51308.8,51350.0,51308.8,51350.0,3846
2024-02-23 00:03:00,2024-02-23 00:02:00,BTC-USDT,1min,51350.0,51350.0,51344.8,51344.8,2858
2024-02-23 00:04:00,2024-02-23 00:03:00,BTC-USDT,1min,51344.7,51344.7,51301.9,51301.9,5238
2024-02-23 00:05:00,2024-02-23 00:04:00,BTC-USDT,1min,51301.0,51301.0,51286.6,51286.6,1754
2024-02-23 00:06:00,2024-02-23 00:05:00,BTC-USDT,1min,51284.8,51328.3,51284.8,51328.3,11866
2024-02-23 00:07:00,2024-02-23 00:06:00,BTC-USDT,1min,51328.3,51337.3,51328.3,51337.1,1656
2024-02-23 00:08:00,2024-02-23 00:07:00,BTC-USDT,1min,51340.0,51354.7,51340.0,51354.7,460
2024-02-23 00:09:00,2024-02-23 00:08:00,BTC-USDT,1min,51354.7,51354.7,51352.1,51352.1,3326
2024-02-23 00:10:00,2024-02-23 00:09:00,BTC-USDT,1min,51352.1,51361.9,51352.1,51361.9,2878
2024-02-23 00:11:00,2024-02-23 00:10:00,BTC-USDT,1min,51361.8,51361.8,51340.5,51340.5,712
2024-02-23 00:12:00,2024-02-23 00:11:00,BTC-USDT,1min,51340.6,51340.6,51340.5,51340.5,114
2024-02-23 00:13:00,2024-02-23 00:12:00,BTC-USDT,1min,51340.6,51340.6,51340.5,51340.5,2100
2024-02-23 00:14:00,2024-02-23 00:13:00,BTC-USDT,1min,51340.5,51340.5,51340.5,51340.5,50
2024-02-23 00:15:00,2024-02-23 00:14:00,BTC-USDT,1min,51340.5,51340.5,51314.1,51314.1,1874
2024-02-23 00:16:00,2024-02-23 00:15:00,BTC-USDT,1min,51314.1,51324.0,51314.1,51316.8,770
2024-02-23 00:17:00,2024-02-23 00:16:00,BTC-USDT,1min,51316.7,51316.8,51316.7,51316.8,478
2024-02-23 00:18:00,2024-02-23 00:17:00,BTC-USDT,1min,51324.0,51324.0,51316.9,51316.9,5176
2024-02-23 00:19:00,2024-02-23 00:18:00,BTC-USDT,1min,51324.5,51324.6,51324.5,51324.6,28
