close_time,open_time,ticker,interval,open,high,low,close,vol
2024-01-21 00:01:00,2024-01-21 00:00:00,BTC-USDT,1min,41723.1,41723.1,41714.0,41714.0,12968
2024-01-21 00:02:00,2024-01-21 00:01:00,BTC-USDT,1min,41714.0,41714.1,41714.0,41714.1,3306
2024-01-21 00:03:00,2024-01-21 00:02:00,BTC-USDT,1min,41724.4,41729.5,41724.4,41729.5,5582
2024-01-21 00:04:00,2024-01-21 00:03:00,BTC-USDT,1min,41729.5,41729.5,41729.4,41729.5,74
2024-01-21 00:05:00,2024-01-21 00:04:00,BTC-USDT,1min,41736.4,41756.0,41736.3,41756.0,2274
2024-01-21 00:06:00,2024-01-21 00:05:00,BTC-USDT,1min,41756.0,41756.0,41756.0,41756.0,36
2024-01-21 00:07:00,2024-01-21 00:06:00,BTC-USDT,1min,41755.9,41756.0,41755.9,41756.0,2470
2024-01-21 00:08:00,2024-01-21 00:07:00,BTC-USDT,1min,41755.9,41755.9,41755.9,41755.9,1624
2024-01-21 00:09:00,2024-01-21 00:08:00,BTC-USDT,1min,41748.3,41752.7,41748.3,41752.7,26
2024-01-21 00:10:00,2024-01-21 00:09:00,BTC-USDT,1min,41752.7,41752.7,41747.0,41747.0,140
2024-01-21 00:11:00,2024-01-21 00:10:00,BTC-USDT,1min,41747.0,41747.0,41746.9,41747.0,1280
2024-01-21 00:12:00,2024-01-21 00:11:00,BTC-USDT,1min,41746.9,41746.9,41746.0,41746.0,688
2024-01-21 00:13:00,2024-01-21 00:12:00,BTC-USDT,1min,41735.4,41735.5,41735.4,41735.4,2824
2024-01-21 00:14:00,2024-01-21 00:13:00,BTC-USDT,1min,41735.5,41735.5,41735.4,41735.4,834
2024-01-21 00:15:00,2024-01-21 00:14:00,BTC-USDT,1min,41735.4,41735.5,41735.4,41735.4,3824
2024-01-21 00:16:00,2024-01-21 00:15:00,BTC-USDT,1min,41734.0,41734.0,41698.9,41709.4,8808
2024-01-21 00:17:00,2024-01-21 00:16:00,BTC-USDT,1min,41709.3,41711.3,41709.3,41711.3,692
