close_time,open_time,ticker,interval,open,high,low,close,vol
2024-01-22 00:01:00,2024-01-22 00:00:00,BTC-USDT,1min,41622.0,41660.0,41622.0,41660.0,11440
2024-01-22 00:02:00,2024-01-22 00:01:00,BTC-USDT,1min,41659.9,41659.9,41625.2,41625.3,5996
2024-01-22 00:03:00,2024-01-22 00:02:00,BTC-USDT,1min,41625.4,41635.6,41625.4,41635.6,4472
2024-01-22 00:04:00,2024-01-22 00:03:00,BTC-USDT,1min,41639.4,41639.4,41639.3,41639.4,356
2024-01-22 00:05:00,2024-01-22 00:04:00,BTC-USDT,1min,41639.4,41639.4,41623.6,41623.6,828
2024-01-22 00:06:00,2024-01-22 00:05:00,BTC-USDT,1min,41623.6,41638.6,41623.6,41637.6,5894
2024-01-22 00:07:00,2024-01-22 00:06:00,BTC-USDT,1min,41637.6,41637.6,41637.6,41637.6,1382
2024-01-22 00:08:00,2024-01-22 00:07:00,BTC-USDT,1min,41637.6,41637.6,41637.5,41637.5,30
2024-01-22 00:09:00,2024-01-22 00:08:00,BTC-USDT,1min,41637.6,41656.9,41637.6,41653.9,7200
2024-01-22 00:10:00,2024-01-22 00:09:00,BTC-USDT,1min,41654.0,41654.0,41654.0,41654.0,22
2024-01-22 00:11:00,2024-01-22 00:10:00,BTC-USDT,1min,41654.0,41675.9,41654.0,41675.8,1082
2024-01-22 00:12:00,2024-01-22 00:11:00,BTC-USDT,1min,41675.9,41678.0,41675.9,41677.9,124
2024-01-22 00:13:00,2024-01-22 00:12:00,BTC-USDT,1min,41677.9,41677.9,41670.0,41670.0,3632
2024-01-22 00:14:00,2024-01-22 00:13:00,BTC-USDT,1min,41670.1,41670.1,41670.0,41670.0,4120
2024-01-22 00:15:00,2024-01-22 00:14:00,BTC-USDT,1min,41672.1,41696.1,41672.1,41696.1,4488
2024-01-22 00:16:00,2024-01-22 00:15:00,BTC-USDT,1min,41696.0,41696.1,41696.0,41696.0,1126
2024-01-22 00:17:00,2024-01-22 00:16:00,BTC-USDT,1min,41696.0,41696.0,41696.0,41696.0,2
2024-01-22 00:18:00,2024-01-22 00:17:00,BTC-USDT,1min,41696.0,41696.0,41681.0,41681.0,6402
2024-01-22 00:19:00,2024-01-22 00:18:00,BTC-USDT,1min,41680.9,41680.9,41669.0,41671.4,3792
2024-01-22 00:20:00,2024-01-22 00:19:00,BTC-USDT,1min,41671.5,41678.9,41671.5,41678.9,4538
2024-01-22 00:21:00,2024-01-22 00:20:00,BTC-USDT,1min,41678.8,41678.8,41672.8,41672.9,954
2024-01-22 00:22:00,2024-01-22 00:21:00,BTC-USDT,1min,41672.8,41672.8,41654.1,41654.1,3120
2024-01-22 00:23:00,2024-01-22 00:22:00,BTC-USDT,1min,41654.1,41654.1,41654.1,41654.1,240
2024-01-22 00:24:00,2024-01-22 00:23:00,BTC-USDT,1min,41650.1,41650.2,41646.6,41646.6,1488
2024-01-22 00:25:00,2024-01-22 00:24:00,BTC-USDT,1min,41646.6,41646.6,41642.3,41642.3,74
2024-01-22 00:26:00,2024-01-22 00:25:00,BTC-USDT,1min,41622.9,41628.1,41622.8,41628.1,2640
2024-01-22 00:27:00,2024-01-22 00:26:00,BTC-USDT,1min,41621.2,41621.2,41598.4,41598.4,4868
2024-01-22 00:28:00,2024-01-22 00:27:00,BTC-USDT,1min,41598.4,41598.4,41581.6,41594.0,3686
2024-01-22 00:29:00,2024-01-22 00:28:00,BTC-USDT,1min,41591.1,41591.1,41581.6,41581.7,4618
2024-01-22 00:30:00,2024-01-22 00:29:00,BTC-USDT,1min,41581.7,41604.6,41581.7,41604.6,6120
2024-01-22 00:31:00,2024-01-22 00:30:00,BTC-USDT,1min,41614.4,41614.4,41568.9,41568.9,4388
2024-01-22 00:32:00,2024-01-22 00:31:00,BTC-USDT,1min,41568.0,41582.5,41568.0,41581.0,5864
2024-01-22 00:33:00,2024-01-22 00:32:00,BTC-USDT,1min,41565.3,41582.8,41554.9,41582.8,21252
2024-01-22 00:34:00,2024-01-22 00:33:00,BTC-USDT,1min,41582.8,41605.7,41582.8,41605.7,3712
2024-01-22 00:35:00,2024-01-22 00:34:00,BTC-USDT,1min,41616.8,41617.9,41608.6,41608.6,796
2024-01-22 00:36:00,2024-01-22 00:35:00,BTC-USDT,1min,41608.5,41608.5,41586.8,41588.9,3126
2024-01-22 00:37:00,2024-01-22 00:36:00,BTC-USDT,1min,41588.8,41588.8,41572.6,41572.6,3568
2024-01-22 00:38:00,2024-01-22 00:37:00,BTC-USDT,1min,41572.6,41572.6,41555.3,41555.3,670
2024-01-22 00:39:00,2024-01-22 00:38:00,BTC-USDT,1min,41555.4,41555.4,41489.4,41507.8,52852
2024-01-22 00:40:00,2024-01-22 00:39:00,BTC-USDT,1min,41508.0,41544.3,41507.9,41542.4,15134
2024-01-22 00:41:00,2024-01-22 00:40:00,BTC-USDT,1min,41541.4,41541.4,41512.9,41539.9,1958
2024-01-22 00:42:00,2024-01-22 00:41:00,BTC-USDT,1min,41539.9,41539.9,41530.4,41537.9,5698
2024-01-22 00:43:00,2024-01-22 00:42:00,BTC-USDT,1min,41537.9,41544.0,41537.9,41544.0,4454
2024-01-22 00:44:00,2024-01-22 00:43:00,BTC-USDT,1min,41549.6,41585.8,41549.6,41569.8,13360
2024-01-22 00:45:00,2024-01-22 00:44:00,BTC-USDT,1min,41573.5,41644.9,41573.5,41644.9,13772
2024-01-22 00:46:00,2024-01-22 00:45:00,BTC-USDT,1min,41650.0,41710.3,41650.0,41665.7,38992
2024-01-22 00:47:00,2024-01-22 00:46:00,BTC-USDT,1min,41665.7,41674.6,41657.8,41674.6,4614
2024-01-22 00:48:00,2024-01-22 00:47:00,BTC-USDT,1min,41674.5,41687.6,41667.8,41687.6,2378
2024-01-22 00:49:00,2024-01-22 00:48:00,BTC-USDT,1min,41693.0,41711.6,41693.0,41707.6,7686
2024-01-22 00:50:00,2024-01-22 00:49:00,BTC-USDT,1min,41703.8,41703.8,41652.2,41676.4,13206
2024-01-22 00:51:00,2024-01-22 00:50:00,BTC-USDT,1min,41672.4,41685.0,41672.4,41680.3,3602
2024-01-22 00:52:00,2024-01-22 00:51:00,BTC-USDT,1min,41674.1,41691.5,41674.1,41688.5,4580
2024-01-22 00:53:00,2024-01-22 00:52:00,BTC-USDT,1min,41680.6,41686.8,41680.6,41684.3,3004
2024-01-22 00:54:00,2024-01-22 00:53:00,BTC-USDT,1min,41679.8,41679.8,41672.8,41672.8,516
2024-01-22 00:55:00,2024-01-22 00:54:00,BTC-USDT,1min,41672.8,41684.7,41672.8,41683.2,402
2024-01-22 00:56:00,2024-01-22 00:55:00,BTC-USDT,1min,41670.9,41670.9,41636.4,41652.3,3634
2024-01-22 00:57:00,2024-01-22 00:56:00,BTC-USDT,1min,41653.3,41672.0,41639.3,41672.0,3394
2024-01-22 00:58:00,2024-01-22 00:57:00,BTC-USDT,1min,41671.9,41680.0,41671.9,41676.5,3276
2024-01-22 00:59:00,2024-01-22 00:58:00,BTC-USDT,1min,41675.6,41675.6,41675.6,41675.6,874
2024-01-22 01:00:00,2024-01-22 00:59:00,BTC-USDT,1min,41680.0,41684.6,41680.0,41684.5,3772
2024-01-22 01:01:00,2024-01-22 01:00:00,BTC-USDT,1min,41684.6,41684.6,41672.4,41684.5,3840
2024-01-22 01:02:00,2024-01-22 01:01:00,BTC-USDT,1min,41684.4,41684.4,41677.4,41677.4,3096
2024-01-22 01:03:00,2024-01-22 01:02:00,BTC-USDT,1min,41677.5,41695.2,41677.4,41695.2,5636
2024-01-22 01:04:00,2024-01-22 01:03:00,BTC-USDT,1min,41695.2,41707.3,41695.2,41707.3,1274
2024-01-22 01:05:00,2024-01-22 01:04:00,BTC-USDT,1min,41707.2,41707.2,41688.5,41700.1,7082
2024-01-22 01:06:00,2024-01-22 01:05:00,BTC-USDT,1min,41708.9,41708.9,41690.3,41690.3,3400
2024-01-22 01:07:00,2024-01-22 01:06:00,BTC-USDT,1min,41690.3,41690.3,41667.4,41684.7,5138
2024-01-22 01:08:00,2024-01-22 01:07:00,BTC-USDT,1min,41684.7,41699.0,41684.7,41693.0,10504
2024-01-22 01:09:00,2024-01-22 01:08:00,BTC-USDT,1min,41684.7,41689.4,41684.6,41689.3,6082
2024-01-22 01:10:00,2024-01-22 01:09:00,BTC-USDT,1min,41689.4,41689.4,41666.5,41666.5,5032
2024-01-22 01:11:00,2024-01-22 01:10:00,BTC-USDT,1min,41659.5,41659.5,41633.9,41633.9,2544
2024-01-22 01:12:00,2024-01-22 01:11:00,BTC-USDT,1min,41634.0,41634.0,41548.3,41548.3,11972
2024-01-22 01:13:00,2024-01-22 01:12:00,BTC-USDT,1min,41545.5,41545.5,41448.2,41506.7,74418
2024-01-22 01:14:00,2024-01-22 01:13:00,BTC-USDT,1min,41506.6,41524.0,41478.0,41524.0,22262
2024-01-22 01:15:00,2024-01-22 01:14:00,BTC-USDT,1min,41524.0,41545.5,41503.1,41521.0,9056
2024-01-22 01:16:00,2024-01-22 01:15:00,BTC-USDT,1min,41512.2,41512.2,41370.0,41383.5,44802
2024-01-22 01:17:00,2024-01-22 01:16:00,BTC-USDT,1min,41383.6,41453.2,41362.1,41453.2,105032
2024-01-22 01:18:00,2024-01-22 01:17:00,BTC-USDT,1min,41436.0,41451.5,41394.1,41394.1,10628
2024-01-22 01:19:00,2024-01-22 01:18:00,BTC-USDT,1min,41394.1,41406.2,41376.8,41386.1,21924
2024-01-22 01:20:00,2024-01-22 01:19:00,BTC-USDT,1min,41386.1,41410.3,41340.1,41410.3,28194
2024-01-22 01:21:00,2024-01-22 01:20:00,BTC-USDT,1min,41410.3,41410.3,41355.2,41380.7,16310
2024-01-22 01:22:00,2024-01-22 01:21:00,BTC-USDT,1min,41384.6,41384.6,41351.0,41353.5,27108
2024-01-22 01:23:00,2024-01-22 01:22:00,BTC-USDT,1min,41353.4,41353.4,41306.0,41315.6,29132
2024-01-22 01:24:00,2024-01-22 01:23:00,BTC-USDT,1min,41315.7,41360.1,41307.5,41360.1,12662
2024-01-22 01:25:00,2024-01-22 01:24:00,BTC-USDT,1min,41351.0,41368.3,41342.8,41362.8,6344
2024-01-22 01:26:00,2024-01-22 01:25:00,BTC-USDT,1min,41353.1,41353.1,41317.5,41346.5,3170
2024-01-22 01:27:00,2024-01-22 01:26:00,BTC-USDT,1min,41346.4,41355.3,41333.5,41346.1,3190
2024-01-22 01:28:00,2024-01-22 01:27:00,BTC-USDT,1min,41351.1,41351.1,41344.8,41345.8,9854
2024-01-22 01:29:00,2024-01-22 01:28:00,BTC-USDT,1min,41345.8,41350.4,41325.6,41325.6,5000
2024-01-22 01:30:00,2024-01-22 01:29:00,BTC-USDT,1min,41325.5,41399.8,41306.0,41399.7,13354
2024-01-22 01:31:00,2024-01-22 01:30:00,BTC-USDT,1min,41405.0,41408.0,41387.8,41408.0,4848
2024-01-22 01:32:00,2024-01-22 01:31:00,BTC-USDT,1min,41407.9,41407.9,41382.7,41382.7,2686
2024-01-22 01:33:00,2024-01-22 01:32:00,BTC-USDT,1min,41382.7,41392.1,41361.5,41365.0,2648
2024-01-22 01:34:00,2024-01-22 01:33:00,BTC-USDT,1min,41353.3,41366.2,41319.1,41350.8,6204
2024-01-22 01:35:00,2024-01-22 01:34:00,BTC-USDT,1min,41354.4,41358.4,41339.1,41339.2,13876
2024-01-22 01:36:00,2024-01-22 01:35:00,BTC-USDT,1min,41352.6,41403.0,41352.6,41403.0,3758
2024-01-22 01:37:00,2024-01-22 01:36:00,BTC-USDT,1min,41403.0,41404.1,41384.4,41404.1,6698
2024-01-22 01:38:00,2024-01-22 01:37:00,BTC-USDT,1min,41408.0,41463.8,41408.0,41459.6,10860
2024-01-22 01:39:00,2024-01-22 01:38:00,BTC-USDT,1min,41459.5,41492.0,41438.5,41457.8,10166
2024-01-22 01:40:00,2024-01-22 01:39:00,BTC-USDT,1min,41457.7,41469.5,41439.3,41439.3,4278
2024-01-22 01:41:00,2024-01-22 01:40:00,BTC-USDT,1min,41445.3,41451.1,41433.0,41440.0,3768
2024-01-22 01:42:00,2024-01-22 01:41:00,BTC-USDT,1min,41445.5,41445.6,41445.5,41445.5,50
2024-01-22 01:43:00,2024-01-22 01:42:00,BTC-USDT,1min,41445.5,41445.5,41429.5,41437.9,1124
2024-01-22 01:44:00,2024-01-22 01:43:00,BTC-USDT,1min,41437.8,41437.9,41430.3,41432.3,2978
2024-01-22 01:45:00,2024-01-22 01:44:00,BTC-USDT,1min,41430.3,41451.2,41430.3,41451.2,320
2024-01-22 01:46:00,2024-01-22 01:45:00,BTC-USDT,1min,41457.9,41464.8,41445.0,41464.8,1498
2024-01-22 01:47:00,2024-01-22 01:46:00,BTC-USDT,1min,41470.0,41495.9,41470.0,41495.9,598
2024-01-22 01:48:00,2024-01-22 01:47:00,BTC-USDT,1min,41496.0,41511.7,41468.3,41468.3,10192
2024-01-22 01:49:00,2024-01-22 01:48:00,BTC-USDT,1min,41458.4,41458.4,41437.6,41451.9,1306
2024-01-22 01:50:00,2024-01-22 01:49:00,BTC-USDT,1min,41439.7,41453.3,41439.7,41444.0,1866
2024-01-22 01:51:00,2024-01-22 01:50:00,BTC-USDT,1min,41440.9,41445.2,41433.1,41445.2,5064
2024-01-22 01:52:00,2024-01-22 01:51:00,BTC-USDT,1min,41445.2,41465.3,41442.5,41442.5,1770
2024-01-22 01:53:00,2024-01-22 01:52:00,BTC-USDT,1min,41442.5,41442.5,41420.5,41423.0,5040
2024-01-22 01:54:00,2024-01-22 01:53:00,BTC-USDT,1min,41423.0,41423.0,41384.5,41386.5,3588
2024-01-22 01:55:00,2024-01-22 01:54:00,BTC-USDT,1min,41392.2,41392.2,41372.3,41383.2,19918
2024-01-22 01:56:00,2024-01-22 01:55:00,BTC-USDT,1min,41397.1,41397.1,41387.3,41387.3,2490
2024-01-22 01:57:00,2024-01-22 01:56:00,BTC-USDT,1min,41387.3,41398.9,41387.3,41398.9,6524
2024-01-22 01:58:00,2024-01-22 01:57:00,BTC-USDT,1min,41398.9,41398.9,41396.8,41396.8,5386
2024-01-22 01:59:00,2024-01-22 01:58:00,BTC-USDT,1min,41397.6,41400.0,41397.6,41400.0,62
2024-01-22 02:00:00,2024-01-22 01:59:00,BTC-USDT,1min,41399.9,41400.0,41383.4,41390.0,2780
2024-01-22 02:01:00,2024-01-22 02:00:00,BTC-USDT,1min,41390.0,41407.3,41390.0,41405.3,4710
2024-01-22 02:02:00,2024-01-22 02:01:00,BTC-USDT,1min,41405.4,41433.4,41405.4,41427.1,5128
2024-01-22 02:03:00,2024-01-22 02:02:00,BTC-USDT,1min,41423.4,41423.4,41388.7,41391.0,2824
2024-01-22 02:04:00,2024-01-22 02:03:00,BTC-USDT,1min,41397.3,41397.3,41381.4,41381.4,2102
2024-01-22 02:05:00,2024-01-22 02:04:00,BTC-USDT,1min,41375.0,41381.0,41351.5,41351.5,11040
2024-01-22 02:06:00,2024-01-22 02:05:00,BTC-USDT,1min,41351.6,41365.9,41351.6,41365.9,3608
2024-01-22 02:07:00,2024-01-22 02:06:00,BTC-USDT,1min,41366.0,41374.0,41361.3,41374.0,1422
2024-01-22 02:08:00,2024-01-22 02:07:00,BTC-USDT,1min,41370.6,41381.1,41370.6,41377.2,634
2024-01-22 02:09:00,2024-01-22 02:08:00,BTC-USDT,1min,41377.3,41377.3,41355.2,41355.2,4076
2024-01-22 02:10:00,2024-01-22 02:09:00,BTC-USDT,1min,41353.8,41372.3,41353.8,41361.5,2980
2024-01-22 02:11:00,2024-01-22 02:10:00,BTC-USDT,1min,41361.5,41361.5,41351.0,41351.1,1344
2024-01-22 02:12:00,2024-01-22 02:11:00,BTC-USDT,1min,41351.0,41351.1,41326.9,41327.9,3112
2024-01-22 02:13:00,2024-01-22 02:12:00,BTC-USDT,1min,41329.8,41334.9,41329.8,41331.7,2524
2024-01-22 02:14:00,2024-01-22 02:13:00,BTC-USDT,1min,41331.8,41341.2,41331.8,41341.2,1658
2024-01-22 02:15:00,2024-01-22 02:14:00,BTC-USDT,1min,41341.2,41420.0,41341.2,41420.0,4170
2024-01-22 02:16:00,2024-01-22 02:15:00,BTC-USDT,1min,41422.9,41426.4,41402.4,41417.5,10966
2024-01-22 02:17:00,2024-01-22 02:16:00,BTC-USDT,1min,41415.0,41445.3,41414.9,41445.2,6264
2024-01-22 02:18:00,2024-01-22 02:17:00,BTC-USDT,1min,41449.0,41462.6,41444.7,41457.4,18848
2024-01-22 02:19:00,2024-01-22 02:18:00,BTC-USDT,1min,41457.5,41462.4,41422.8,41430.9,2274
2024-01-22 02:20:00,2024-01-22 02:19:00,BTC-USDT,1min,41430.8,41430.8,41417.7,41417.7,8048
2024-01-22 02:21:00,2024-01-22 02:20:00,BTC-USDT,1min,41405.2,41416.2,41390.0,41416.2,2678
2024-01-22 02:22:00,2024-01-22 02:21:00,BTC-USDT,1min,41416.1,41434.2,41416.1,41434.1,4108
2024-01-22 02:23:00,2024-01-22 02:22:00,BTC-USDT,1min,41434.1,41434.6,41427.4,41434.1,4238
2024-01-22 02:24:00,2024-01-22 02:23:00,BTC-USDT,1min,41428.0,41428.0,41407.5,41407.5,702
2024-01-22 02:25:00,2024-01-22 02:24:00,BTC-USDT,1min,41407.5,41420.5,41400.0,41411.5,9118
2024-01-22 02:26:00,2024-01-22 02:25:00,BTC-USDT,1min,41412.3,41422.4,41406.5,41422.4,1626
2024-01-22 02:27:00,2024-01-22 02:26:00,BTC-USDT,1min,41422.4,41426.0,41422.4,41426.0,564
2024-01-22 02:28:00,2024-01-22 02:27:00,BTC-USDT,1min,41425.9,41425.9,41420.3,41420.4,994
2024-01-22 02:29:00,2024-01-22 02:28:00,BTC-USDT,1min,41420.4,41429.7,41420.4,41429.7,1484
2024-01-22 02:30:00,2024-01-22 02:29:00,BTC-USDT,1min,41431.9,41431.9,41427.4,41428.9,520
2024-01-22 02:31:00,2024-01-22 02:30:00,BTC-USDT,1min,41428.8,41428.8,41402.3,41403.4,3928
2024-01-22 02:32:00,2024-01-22 02:31:00,BTC-USDT,1min,41403.3,41403.3,41398.6,41398.6,706
2024-01-22 02:33:00,2024-01-22 02:32:00,BTC-USDT,1min,41398.6,41398.6,41389.3,41389.4,14156
2024-01-22 02:34:00,2024-01-22 02:33:00,BTC-USDT,1min,41368.8,41368.8,41331.0,41331.0,5708
2024-01-22 02:35:00,2024-01-22 02:34:00,BTC-USDT,1min,41331.0,41362.2,41331.0,41343.2,10106
2024-01-22 02:36:00,2024-01-22 02:35:00,BTC-USDT,1min,41343.3,41376.7,41343.3,41376.6,3206
2024-01-22 02:37:00,2024-01-22 02:36:00,BTC-USDT,1min,41376.7,41393.7,41376.7,41393.7,1046
2024-01-22 02:38:00,2024-01-22 02:37:00,BTC-USDT,1min,41393.7,41393.7,41393.6,41393.6,538
2024-01-22 02:39:00,2024-01-22 02:38:00,BTC-USDT,1min,41393.6,41408.4,41393.6,41396.5,3954
2024-01-22 02:40:00,2024-01-22 02:39:00,BTC-USDT,1min,41394.7,41402.7,41394.6,41397.0,1186
2024-01-22 02:41:00,2024-01-22 02:40:00,BTC-USDT,1min,41397.0,41397.0,41390.1,41390.1,648
2024-01-22 02:42:00,2024-01-22 02:41:00,BTC-USDT,1min,41390.1,41402.0,41390.1,41401.9,692
2024-01-22 02:43:00,2024-01-22 02:42:00,BTC-USDT,1min,41402.0,41411.1,41402.0,41408.3,1024
2024-01-22 02:44:00,2024-01-22 02:43:00,BTC-USDT,1min,41408.4,41408.4,41397.0,41397.0,696
2024-01-22 02:45:00,2024-01-22 02:44:00,BTC-USDT,1min,41399.8,41399.8,41390.1,41390.1,1490
2024-01-22 02:46:00,2024-01-22 02:45:00,BTC-USDT,1min,41395.8,41395.8,41330.1,41331.8,4148
2024-01-22 02:47:00,2024-01-22 02:46:00,BTC-USDT,1min,41337.2,41355.1,41330.1,41344.6,12776
2024-01-22 02:48:00,2024-01-22 02:47:00,BTC-USDT,1min,41342.7,41342.8,41330.0,41330.0,11656
2024-01-22 02:49:00,2024-01-22 02:48:00,BTC-USDT,1min,41330.0,41330.1,41313.0,41322.5,38072
2024-01-22 02:50:00,2024-01-22 02:49:00,BTC-USDT,1min,41322.5,41371.4,41313.0,41369.3,11766
2024-01-22 02:51:00,2024-01-22 02:50:00,BTC-USDT,1min,41357.0,41363.7,41341.6,41345.9,2662
2024-01-22 02:52:00,2024-01-22 02:51:00,BTC-USDT,1min,41346.8,41359.1,41346.8,41359.0,776
2024-01-22 02:53:00,2024-01-22 02:52:00,BTC-USDT,1min,41359.0,41359.0,41352.2,41352.3,3302
2024-01-22 02:54:00,2024-01-22 02:53:00,BTC-USDT,1min,41356.8,41356.9,41340.0,41340.1,5896
2024-01-22 02:55:00,2024-01-22 02:54:00,BTC-USDT,1min,41340.1,41359.0,41340.1,41358.9,8054
2024-01-22 02:56:00,2024-01-22 02:55:00,BTC-USDT,1min,41358.9,41373.4,41358.9,41373.3,11332
2024-01-22 02:57:00,2024-01-22 02:56:00,BTC-USDT,1min,41373.3,41373.3,41355.5,41359.2,1226
2024-01-22 02:58:00,2024-01-22 02:57:00,BTC-USDT,1min,41355.1,41377.1,41355.1,41367.9,5548
2024-01-22 02:59:00,2024-01-22 02:58:00,BTC-USDT,1min,41367.8,41367.8,41359.1,41359.1,2602
2024-01-22 03:00:00,2024-01-22 02:59:00,BTC-USDT,1min,41359.0,41366.4,41347.8,41366.4,1632
2024-01-22 03:01:00,2024-01-22 03:00:00,BTC-USDT,1min,41372.1,41372.2,41362.9,41372.2,5692
2024-01-22 03:02:00,2024-01-22 03:01:00,BTC-USDT,1min,41372.2,41372.2,41348.1,41348.2,3428
2024-01-22 03:03:00,2024-01-22 03:02:00,BTC-USDT,1min,41348.1,41355.7,41348.1,41355.7,1448
2024-01-22 03:04:00,2024-01-22 03:03:00,BTC-USDT,1min,41355.7,41355.7,41342.5,41342.5,2236
2024-01-22 03:05:00,2024-01-22 03:04:00,BTC-USDT,1min,41338.0,41338.0,41313.3,41322.0,15680
2024-01-22 03:06:00,2024-01-22 03:05:00,BTC-USDT,1min,41322.1,41322.1,41321.8,41321.8,524
