close_time,open_time,ticker,interval,open,high,low,close,vol
2023-02-17 00:01:00,2023-02-17 00:00:00,BTC-USDT,1min,23464.0,23503.4,23374.0,23408.4,381682
2023-02-17 00:02:00,2023-02-17 00:01:00,BTC-USDT,1min,23412.1,23431.9,23333.0,23392.2,250498
2023-02-17 00:03:00,2023-02-17 00:02:00,BTC-USDT,1min,23397.7,23511.6,23379.1,23503.9,282768
2023-02-17 00:04:00,2023-02-17 00:03:00,BTC-USDT,1min,23503.9,23543.6,23479.5,23536.7,250850
2023-02-17 00:05:00,2023-02-17 00:04:00,BTC-USDT,1min,23536.8,23572.4,23526.0,23572.4,86628
2023-02-17 00:06:00,2023-02-17 00:05:00,BTC-USDT,1min,23572.2,23597.6,23549.2,23591.7,68236
2023-02-17 00:07:00,2023-02-17 00:06:00,BTC-USDT,1min,23595.8,23600.0,23558.2,23574.0,102626
2023-02-17 00:08:00,2023-02-17 00:07:00,BTC-USDT,1min,23573.5,23592.6,23573.5,23583.3,31244
2023-02-17 00:09:00,2023-02-17 00:08:00,BTC-USDT,1min,23587.2,23656.9,23587.2,23652.8,75380
2023-02-17 00:10:00,2023-02-17 00:09:00,BTC-USDT,1min,23656.5,23696.4,23625.9,23626.2,131214
2023-02-17 00:11:00,2023-02-17 00:10:00,BTC-USDT,1min,23626.3,23645.6,23600.0,23614.3,71630
2023-02-17 00:12:00,2023-02-17 00:11:00,BTC-USDT,1min,23614.2,23642.5,23586.4,23593.2,112220
2023-02-17 00:13:00,2023-02-17 00:12:00,BTC-USDT,1min,23593.3,23601.1,23561.3,23570.3,144836
2023-02-17 00:14:00,2023-02-17 00:13:00,BTC-USDT,1min,23570.3,23570.3,23520.9,23526.8,83302
2023-02-17 00:15:00,2023-02-17 00:14:00,BTC-USDT,1min,23528.2,23583.4,23511.4,23583.4,40364
2023-02-17 00:16:00,2023-02-17 00:15:00,BTC-USDT,1min,23583.4,23606.3,23566.5,23606.2,45228
2023-02-17 00:17:00,2023-02-17 00:16:00,BTC-USDT,1min,23606.2,23616.7,23594.3,23600.3,26258
2023-02-17 00:18:00,2023-02-17 00:17:00,BTC-USDT,1min,23600.3,23609.5,23577.5,23607.2,35048
2023-02-17 00:19:00,2023-02-17 00:18:00,BTC-USDT,1min,23607.3,23624.4,23600.7,23620.8,19356
2023-02-17 00:20:00,2023-02-17 00:19:00,BTC-USDT,1min,23620.9,23623.2,23600.5,23614.5,18300
2023-02-17 00:21:00,2023-02-17 00:20:00,BTC-USDT,1min,23614.5,23614.5,23577.1,23593.9,22980
2023-02-17 00:22:00,2023-02-17 00:21:00,BTC-USDT,1min,23588.6,23595.2,23581.2,23587.6,8692
2023-02-17 00:23:00,2023-02-17 00:22:00,BTC-USDT,1min,23586.3,23586.3,23572.2,23576.2,12918
2023-02-17 00:24:00,2023-02-17 00:23:00,BTC-USDT,1min,23577.6,23596.6,23577.5,23596.6,14420
2023-02-17 00:25:00,2023-02-17 00:24:00,BTC-USDT,1min,23596.5,23618.0,23593.3,23618.0,23650
2023-02-17 00:26:00,2023-02-17 00:25:00,BTC-USDT,1min,23617.6,23620.0,23612.7,23618.4,7882
2023-02-17 00:27:00,2023-02-17 00:26:00,BTC-USDT,1min,23619.8,23619.9,23595.8,23610.1,12572
2023-02-17 00:28:00,2023-02-17 00:27:00,BTC-USDT,1min,23610.0,23612.9,23606.6,23612.9,8414
2023-02-17 00:29:00,2023-02-17 00:28:00,BTC-USDT,1min,23615.3,23628.9,23615.3,23628.8,16854
2023-02-17 00:30:00,2023-02-17 00:29:00,BTC-USDT,1min,23630.2,23651.7,23630.2,23651.7,36354
2023-02-17 00:31:00,2023-02-17 00:30:00,BTC-USDT,1min,23651.7,23680.0,23649.6,23676.2,63406
2023-02-17 00:32:00,2023-02-17 00:31:00,BTC-USDT,1min,23676.3,23734.2,23676.3,23704.0,113214
2023-02-17 00:33:00,2023-02-17 00:32:00,BTC-USDT,1min,23704.0,23745.1,23704.0,23734.2,51172
2023-02-17 00:34:00,2023-02-17 00:33:00,BTC-USDT,1min,23734.2,23749.6,23734.2,23749.6,34414
2023-02-17 00:35:00,2023-02-17 00:34:00,BTC-USDT,1min,23749.6,23760.4,23705.0,23725.8,79302
2023-02-17 00:36:00,2023-02-17 00:35:00,BTC-USDT,1min,23725.9,23739.1,23695.0,23708.3,40840
2023-02-17 00:37:00,2023-02-17 00:36:00,BTC-USDT,1min,23704.0,23709.9,23689.8,23709.9,28944
2023-02-17 00:38:00,2023-02-17 00:37:00,BTC-USDT,1min,23709.9,23725.2,23695.0,23725.2,36748
2023-02-17 00:39:00,2023-02-17 00:38:00,BTC-USDT,1min,23726.0,23763.6,23721.9,23758.7,35976
2023-02-17 00:40:00,2023-02-17 00:39:00,BTC-USDT,1min,23758.8,23768.2,23735.6,23743.5,33882
2023-02-17 00:41:00,2023-02-17 00:40:00,BTC-USDT,1min,23743.5,23749.6,23733.8,23749.6,15766
2023-02-17 00:42:00,2023-02-17 00:41:00,BTC-USDT,1min,23750.3,23767.0,23750.3,23767.0,17776
2023-02-17 00:43:00,2023-02-17 00:42:00,BTC-USDT,1min,23767.0,23767.0,23744.4,23748.1,16470
2023-02-17 00:44:00,2023-02-17 00:43:00,BTC-USDT,1min,23746.8,23764.6,23746.8,23763.9,19446
2023-02-17 00:45:00,2023-02-17 00:44:00,BTC-USDT,1min,23763.9,23771.1,23747.9,23750.9,22432
2023-02-17 00:46:00,2023-02-17 00:45:00,BTC-USDT,1min,23750.9,23750.9,23720.1,23728.1,57356
2023-02-17 00:47:00,2023-02-17 00:46:00,BTC-USDT,1min,23729.7,23732.2,23701.7,23718.4,47812
2023-02-17 00:48:00,2023-02-17 00:47:00,BTC-USDT,1min,23714.0,23739.5,23708.5,23739.5,163550
2023-02-17 00:49:00,2023-02-17 00:48:00,BTC-USDT,1min,23739.4,23749.7,23725.5,23725.6,101436
2023-02-17 00:50:00,2023-02-17 00:49:00,BTC-USDT,1min,23725.5,23725.5,23692.2,23692.2,16462
2023-02-17 00:51:00,2023-02-17 00:50:00,BTC-USDT,1min,23691.2,23705.9,23687.5,23693.4,24720
2023-02-17 00:52:00,2023-02-17 00:51:00,BTC-USDT,1min,23694.6,23694.6,23684.0,23684.1,22844
2023-02-17 00:53:00,2023-02-17 00:52:00,BTC-USDT,1min,23684.1,23688.7,23668.5,23686.3,23624
2023-02-17 00:54:00,2023-02-17 00:53:00,BTC-USDT,1min,23683.5,23690.0,23658.0,23690.0,17464
2023-02-17 00:55:00,2023-02-17 00:54:00,BTC-USDT,1min,23691.6,23691.7,23680.0,23684.8,9838
